Rank ID,SYMBOL,INTERVAL,DATA_DURATION,DATA_DURATION_UNITS,MIN_PRICE_RANGE_PCT,MAX_PRICE_RANGE_PCT,MIN_CANDLE_COUNT,MAX_CANDLE_COUNT,WINDOW_START_STRIDE,WINDOW_END_STRIDE,RESISTANCE_AREA_PCT,SUPPORT_AREA_PCT,MIN_HIT_RESISTANCE_COUNT,MIN_HIT_SUPPORT_COUNT,CONSIDER_PIN,MIN_ALTERNATION,MIN_LAST_CANDLE_RETURN_LIVE,LAST_CANDLE_MIN_PCT_ABOVE_SUPPORT_LIVE,NUM_CANDLES_PAUSE,PCT_CANDLES_PAUSE,MIN_BREAKOUT_PCT,USING_RATIO,MIN_OUTSIDE_CANDLE_COUNT,OUTSIDE_TO_INSIDE_CANDLE_RATIO,DESIRED_BINS,PEAK_TROUGH_LOOKUP_WIDTH,UNIQUE_HIT_VALUES,PRICE_RANGE_TOLERANCE,ABSOLUTE_NUM_CANDLES_DIFFERENCE,PCT_CANDLES_DIFFERENCE,NUM_CANDLES_DIFFERENCE,resistance_line,support_line,start_date,end_date,num_candles,price_range_pct,num_res_hits,num_sup_hits,num_res_breakouts,num_sup_breakouts,alternation,last_candle_return,last_candle_pct_above_support,resistance_hits,support_hits,breakout_type,concentration_score,customer_pre_sideway_bar_change,customer_post_sideway_bar_change,pre_sideway_5_bar_change,pre_sideway_10_bar_change,pre_sideway_22_bar_change,pre_sideway_44_bar_change,pre_sideway_132_bar_change,post_sideway_5_bar_change,post_sideway_10_bar_change,post_sideway_22_bar_change,post_sideway_44_bar_change,post_sideway_132_bar_change,concentration_score_scaled,alternation_score_scaled,max_alternation,sideway_score
49,AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,64.03556676752754,61.726648476874175,2012-02-17,2012-04-16,40.0,0.0374055346860181,3.0,5.0,1.0,0.0,5.0,0.0088663928854325,0.863327538223486,"['2012-02-24', '2012-03-19', '2012-04-02']","['2012-02-28', '2012-03-12', '2012-03-23', '2012-03-28', '2012-04-10']",BULLISH,2.0314001332102527,-0.013728877174511416,0.029190216175752893,-0.012482238965073672,-0.013728877174511416,0.0012816698718599027,0.07777199846517478,0.3194004941792647,0.0095999755859375,0.006239990234375,-0.00096002197265625,0.01008001708984375,0.112,0.11842663285309821,0.4,8.0,0.31552798985592945
50,PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,177.45244641490982,153.82027323847626,2021-10-04,2022-08-10,215.0,0.1536349707284374,6.0,2.0,0.0,1.0,5.0,0.0082521629880014,0.936000639373623,"['2022-01-20', '2022-02-03', '2022-04-21', '2022-04-27', '2022-05-16', '2022-08-01']","['2022-03-10', '2022-06-14']",BULLISH,1.9888819929176016,-0.022199099333117114,0.018870023981813647,-0.01650081359558894,-0.022199099333117114,-0.04882532160764688,-0.039150525135808294,0.052557814718946896,0.04021310697498361,0.052529957056971666,0.09387487609852871,0.10798935785792604,0.15379498384061696,0.11531600574699334,0.4,8.0,0.314594801724098
51,MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,315.5468792950378,278.68897136642533,2022-01-14,2022-05-03,75.0,0.13225463407431,3.0,4.0,0.0,4.0,5.0,-0.0094561902128978,0.0838633440307664,"['2022-01-19', '2022-02-02', '2022-03-29']","['2022-01-24', '2022-02-23', '2022-03-07', '2022-04-12']",BEARISH,1.954923809265241,-0.0776641131908853,-0.05309103385579713,-0.012227729694961248,-0.0776641131908853,-0.05524756147037214,-0.06687116372929348,0.11606825027795657,-0.044584192603491675,0.002514502735661707,-0.03449391291412952,-0.035589968118871766,-0.13365577157032904,0.11283162506110109,0.4,8.0,0.3138494875183303
52,MSFT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,28.04662741362025,27.283856542210465,2013-01-18,2013-03-04,30.0,0.0279568568405904,4.0,2.0,1.0,1.0,5.0,0.0071555939224162,1.1355219618166157,"['2013-01-24', '2013-02-01', '2013-02-13', '2013-02-25']","['2013-02-06', '2013-02-21']",BULLISH,1.9502940410144187,0.019072559208945336,-0.0017761718557052458,0.015654121412160268,0.019072559208945336,0.005535041196266523,0.015275702126722138,-0.08372561500610076,0.024220177886682914,0.006972496662664851,0.008807331050207855,0.033394489813288415,0.16880735344843034,0.11249291121997666,0.4,8.0,0.31374787336599297
53,XOM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,119.17364510642255,99.88557599282493,2022-10-12,2023-10-03,245.0,0.1931016457769953,4.0,2.0,1.0,1.0,5.0,0.0017296945635861,0.8266470710118571,"['2023-02-10', '2023-04-24', '2023-04-28', '2023-09-14']","['2023-03-15', '2023-07-14']",BULLISH,1.9119811437900809,0.10769749751396447,-0.03833205880357542,-0.006961283517822114,0.10769749751396447,0.008400775429738678,0.07632590038121095,0.1836218851686265,0.05445494863083644,0.0884892721473928,0.15767547084169142,0.08158080620136532,0.20085336362664674,0.10968993969302035,0.4,8.0,0.31290698190790606
54,RTX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,32.67857267839159,31.350003412927663,2005-08-05,2005-11-04,65.0,0.042378600345417,5.0,3.0,0.0,1.0,5.0,0.0023296560377066,0.8596696544171483,"['2005-08-11', '2005-08-19', '2005-09-13', '2005-09-23', '2005-10-19']","['2005-08-29', '2005-10-05', '2005-10-18']",BULLISH,1.7875196416608126,-0.03461083493939631,0.036993910738894374,-0.02623277897016233,-0.03461083493939631,-0.023343277239279443,-0.07068234215941255,-0.03347691352507369,0.04881509325732224,0.04800488067443475,0.03929512610291554,0.015799083977263463,0.17743569620576427,0.1005843363076167,0.4,8.0,0.31017530089228496
55,COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,61.40495429151278,54.30452364559241,2011-01-28,2011-08-03,130.0,0.1307521025736254,4.0,5.0,1.0,5.0,5.0,-0.0009911107518264,-0.0725968325995988,"['2011-03-04', '2011-03-25', '2011-04-20', '2011-07-14']","['2011-03-15', '2011-05-05', '2011-05-12', '2011-06-02', '2011-06-23']",BEARISH,1.7614439531306623,0.04906332608611387,-0.0530045151660816,0.04286133106603736,0.04906332608611387,0.04455954787661577,0.1482505733322063,0.3245728491310063,0.015731310669042566,0.014455821994119633,0.10898531241281324,0.12925171756588677,-0.12244896946046793,0.09867663895787508,0.4,8.0,0.3096029916873625
56,LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,120.38338766610028,115.7403109790653,2016-12-29,2017-03-27,60.0,0.0401163315335726,3.0,5.0,0.0,0.0,5.0,0.0127136472895824,0.4629879184605732,"['2017-01-25', '2017-01-27', '2017-03-01']","['2017-01-05', '2017-01-19', '2017-01-26', '2017-02-07', '2017-02-14']",BEARISH,1.7022171847091039,-0.04217652220360402,0.01425057523007585,-0.009449043522500438,-0.04217652220360402,-0.010784385819932548,-0.009783216966352742,0.040315461874456913,-0.0103058229803775,-0.002810678994648563,0.004599210197513124,0.002725489181868489,0.13244189223014324,0.09434360863267674,0.4,8.0,0.308303082589803
57,LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,110.00475341091304,103.99337146374398,2012-06-07,2012-12-27,140.0,0.0578054337748328,6.0,9.0,0.0,4.0,5.0,-0.0046325236061473,0.9293421074236712,"['2012-07-03', '2012-07-10', '2012-07-20', '2012-11-02', '2012-11-06', '2012-12-19']","['2012-06-13', '2012-06-25', '2012-07-24', '2012-07-31', '2012-09-04', '2012-09-26', '2012-10-10', '2012-10-22', '2012-11-16']",BULLISH,1.6080793455940714,-0.033964008832494064,0.04033581032203187,-0.014777858870417007,-0.033964008832494064,-0.08768417060610414,-0.0796624014821672,0.07685186682341985,-0.0013375312133136954,0.002006296819970068,0.02856602221715866,0.0315276880623552,0.029139229054297503,0.08745648440650329,0.4,8.0,0.30623694532195095
58,AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,73.07236880319492,69.13819529206125,2012-06-27,2012-10-04,70.0,0.05690304027339,5.0,3.0,1.0,1.0,5.0,-0.0101844956766766,0.7070869825673902,"['2012-07-17', '2012-07-30', '2012-08-01', '2012-08-03', '2012-09-13']","['2012-07-11', '2012-07-24', '2012-08-23']",BULLISH,1.604893151037828,0.05149495575135594,0.04963848422851777,0.01694166805950192,0.05149495575135594,0.05901136507099572,0.07553289389873505,0.1773756843427639,0.022835042797694594,0.02096796125323685,0.03561688144130806,0.0017234346016887228,0.10972281618571238,0.08722338241559408,0.4,8.0,0.3061670147246782
59,AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,148.90567220720573,132.7899247941674,2017-11-13,2018-08-01,180.0,0.1213627271648713,3.0,4.0,2.0,0.0,5.0,0.0130193780643798,1.0784528281149837,"['2017-11-27', '2018-01-31', '2018-03-13']","['2018-01-12', '2018-02-08', '2018-03-02', '2018-04-27']",BULLISH,1.5444541281768918,0.050185472205442457,-0.004195277954946283,-0.0007992166558986661,0.050185472205442457,0.07148464324857148,0.03597315051584146,0.16427406666458275,-0.0254598256222579,-0.009330804846242066,-0.042655253151600105,-0.0989735504480261,-0.09690745092479718,0.08280166355668586,0.4,8.0,0.3048404990670057
60,JPM,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,114.27650617817687,105.95931452769112,2018-03-20,2018-06-27,70.0,0.0784942002273162,3.0,4.0,2.0,0.0,5.0,-0.0154491964252584,-0.3269513049831887,"['2018-04-12', '2018-05-10', '2018-05-22']","['2018-04-02', '2018-05-03', '2018-05-29', '2018-06-15']",BEARISH,1.5429297260118962,-0.004515493712441001,0.034967073663786374,-0.01384946761592742,-0.004515493712441001,-0.0075318390658150915,0.021109849625424375,0.296539264461465,-0.05643755456341469,-0.03183881320055643,-0.027651763658606155,-0.014218399006421639,0.0033147004138267735,0.08269013829564666,0.4,8.0,0.304807041488694
61,JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,155.22922133705882,137.4147045269637,2020-04-07,2021-01-06,190.0,0.1296405422652531,4.0,3.0,1.0,0.0,5.0,0.0094101650096319,1.2582601898800143,"['2020-04-22', '2020-08-31', '2020-09-03', '2020-12-18']","['2020-04-13', '2020-06-25', '2020-10-28']",BULLISH,1.5395411616841614,0.15354921442778804,0.011887592283786169,0.04842515525261656,0.15354921442778804,-0.03203550722286599,-0.09313990638189769,0.06905123796709275,0.0740471941441232,0.11281648419863996,0.08161188223295537,0.07506551967510365,0.07724767752410712,0.08244223093243458,0.4,8.0,0.30473266927973036
62,PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,62.66110107054037,60.28968453394485,2011-09-14,2011-11-08,40.0,0.0393337028536007,6.0,3.0,3.0,2.0,5.0,0.0185599975585937,1.4212245134740402,"['2011-09-15', '2011-09-27', '2011-10-12', '2011-10-21', '2011-10-25', '2011-10-27']","['2011-09-19', '2011-09-22', '2011-10-03']",BULLISH,1.473776977942886,-0.04556718792587946,-0.007540049377738742,-0.0006490928517264539,-0.04556718792587946,-0.02532444549529418,-0.10611115725589869,-0.03464491382276674,-0.012828855018463927,0.00633321497323765,0.010717762711713215,0.047417961710302554,0.06040924180075511,0.07763092330824319,0.4,8.0,0.30328927699247293
63,CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,173.83911437864282,156.45977390520838,2022-03-03,2022-05-26,60.0,0.1110786500558524,4.0,2.0,1.0,1.0,5.0,0.0067270546214357,1.1582846002385836,"['2022-03-08', '2022-03-10', '2022-04-18', '2022-05-16']","['2022-03-15', '2022-04-25']",BULLISH,1.4553548793697915,0.16321666173378696,-0.006738787395007795,0.15847233333295616,0.16321666173378696,0.18952256942528173,0.324459561361873,0.596688543212911,0.09345798226495439,0.02701319413473329,0.05216997716553784,0.064268296041994,0.04019971021780158,0.07628316259297246,0.4,8.0,0.30288494877789174
64,HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,109.9815474081131,107.16042912218356,2016-04-14,2016-06-09,40.0,0.0263261197163825,4.0,3.0,2.0,1.0,5.0,0.0098216967835259,1.6248934691823025,"['2016-04-18', '2016-04-27', '2016-05-10', '2016-05-25']","['2016-04-22', '2016-05-18', '2016-06-01']",BULLISH,1.3646169518400662,0.022043706747445,0.0009384451019516561,0.025521615612232058,0.022043706747445,0.055386607755570576,0.11617935432150986,0.16405771472403866,0.0034928382630145505,0.0008732095657536376,0.002794256634586324,0.011089747509245882,-0.05067941727796344,0.06964477589536502,0.4,8.0,0.30089343276860947
65,PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,82.59621786538523,75.20909767083877,2013-01-29,2013-11-11,200.0,0.0982210985548188,5.0,4.0,0.0,1.0,5.0,-0.003029935686915,0.9544862246314916,"['2013-04-23', '2013-05-24', '2013-08-01', '2013-08-08', '2013-10-29']","['2013-03-01', '2013-06-20', '2013-08-30', '2013-09-30']",BULLISH,1.3354080275654858,0.07712197268998787,0.03829323418521435,0.0721944713663739,0.07712197268998787,0.10294117647058823,0.0777411114643746,0.1570502985668579,0.009333292643229166,0.01306671142578125,0.01986663818359375,0.04160003662109375,0.09279998779296875,0.06750785102133948,0.4,8.0,0.3002523553064018
66,META,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,182.99633639829443,156.05971244588312,2022-06-10,2022-09-13,65.0,0.1726045981390112,2.0,6.0,0.0,0.0,5.0,-0.0936908215082087,-0.1087629826308786,"['2022-07-20', '2022-08-11']","['2022-06-21', '2022-07-01', '2022-07-14', '2022-07-28', '2022-08-30', '2022-09-07']",BEARISH,1.3255103554240342,-0.08380732218012998,-0.12231444125311593,-0.07972529380647364,-0.08380732218012998,-0.11171255883685807,-0.21251397296508012,-0.43473920195060967,-0.06738053959984551,-0.03463007106804392,-0.09978927801778456,0.030301257865789407,-0.347952391745775,0.06678373733624823,0.4,8.0,0.30003512120087444
67,NEE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,29.028626484225313,27.860125173672095,2016-02-02,2016-03-15,30.0,0.0419417107162696,2.0,3.0,2.0,0.0,3.0,-0.0020718048287008,0.8899215049796201,"['2016-02-09', '2016-02-22']","['2016-02-10', '2016-02-12', '2016-03-02']",BULLISH,14.081336954326986,0.056581080063565645,0.025086518721089066,0.06897528408326106,0.056581080063565645,0.08578781513521722,0.1463218326823229,0.11370751878779452,0.012641513174586207,-0.021771602819801623,0.0033359427723762746,0.02458076843425352,0.109384590324768,1.0,0.0,8.0,0.3
68,NEE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,16.876056988936583,15.894704202487937,2008-04-29,2008-07-09,50.0,0.0617408650042722,4.0,3.0,1.0,0.0,5.0,0.0160605690696022,0.8868321353730046,"['2008-04-30', '2008-05-21', '2008-05-29', '2008-06-13']","['2008-05-16', '2008-06-10', '2008-06-27']",BULLISH,1.3193029770084765,0.02858900522823453,-0.04920965340294217,0.008286807286468061,0.02858900522823453,0.08005163263011805,0.031919811002775404,0.06952211116090061,-0.003436875879141814,-0.03287503001252488,0.008965906911807526,-0.018081277907657872,-0.2927375504170515,0.0663296055368708,0.4,8.0,0.2998988816610612
69,PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,99.06172101799002,93.47356022203108,2014-12-11,2015-08-14,170.0,0.0597833310583784,3.0,8.0,4.0,4.0,5.0,0.0044539167661561,1.030114083164046,"['2015-01-22', '2015-02-11', '2015-08-05']","['2014-12-16', '2015-01-05', '2015-01-30', '2015-03-11', '2015-03-18', '2015-04-29', '2015-06-05', '2015-06-29']",BULLISH,1.3189839475619505,-0.030800177207761355,-0.05744234994262385,-0.014936052015065537,-0.030800177207761355,-0.007012481144845041,0.02906915923452312,0.09719688436260175,-0.009658326890988876,0.007892845871890522,0.0039463833191916205,0.021497556082071018,-0.007165878438526247,0.06630626534284587,0.4,8.0,0.29989187960285374
70,DUK,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,50.754745929307006,43.35437978180022,2008-10-07,2009-02-23,95.0,0.1706947760469034,2.0,7.0,2.0,1.0,5.0,-0.0176553674218923,-0.2194999824584559,"['2008-10-14', '2008-10-29']","['2008-10-10', '2008-10-16', '2008-11-20', '2008-12-02', '2008-12-09', '2009-01-15', '2009-01-21']",BEARISH,1.305370887036641,-0.03961513941923769,-0.1509705081756377,-0.026391299368010674,-0.03961513941923769,-0.0196418342339584,-0.03907134225575047,-0.06398234199830945,-0.07365939916007724,-0.0748379765215161,-0.0771950563141782,-0.14496171852749237,-0.19033586045476197,0.0653103338468864,0.4,8.0,0.29959310015406587
71,PEP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,63.14858253498549,60.34685860178102,2011-09-14,2011-11-15,45.0,0.0464270054501525,4.0,3.0,1.0,2.0,5.0,0.0270700761718516,1.48235211506682,"['2011-09-15', '2011-09-27', '2011-10-12', '2011-10-27']","['2011-09-19', '2011-09-22', '2011-10-03']",BULLISH,1.3040584861992532,-0.04556718792587946,-0.007751937984496124,-0.0006490928517264539,-0.04556718792587946,-0.02532444549529418,-0.10611115725589869,-0.03464491382276674,-0.012828855018463927,0.00633321497323765,0.010717762711713215,0.047417961710302554,0.06040924180075511,0.06521431860278698,0.4,8.0,0.2995642955808361
72,KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,27.70695003310891,26.38424115702396,2010-01-21,2010-05-14,80.0,0.050132534349309,4.0,4.0,3.0,1.0,5.0,-0.002804290917405,0.21604067564421,"['2010-02-17', '2010-03-23', '2010-03-31', '2010-04-19']","['2010-02-05', '2010-02-25', '2010-04-27', '2010-05-06']",BEARISH,1.29847301755462,-0.03479500861811394,-0.03637042784325642,-0.04664211650619487,-0.03479500861811394,-0.04580555688521731,-0.041769521968157836,0.10306345956583499,-0.0034945490241229614,-0.017288921191383935,0.008460601585558567,0.007908778988840695,0.013610478076225048,0.06480568572169886,0.4,8.0,0.29944170571650963
73,SO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,44.924657784127575,43.72065233703555,2015-03-03,2015-05-12,50.0,0.0275385974987412,6.0,4.0,3.0,0.0,5.0,-0.0027529004694816,-0.2081810484643682,"['2015-03-16', '2015-03-18', '2015-04-06', '2015-04-20', '2015-04-23', '2015-05-01']","['2015-03-11', '2015-03-13', '2015-03-26', '2015-05-06']",BEARISH,1.2945895501116067,-0.008563886293543379,0.005981097635888165,-0.037108080324557605,-0.008563886293543379,-0.14472436554554505,-0.10540914535666625,0.028708183042892528,-0.027021067097945706,-0.018383207154023022,-0.011295727995449738,-0.01949060993078458,-0.0595792325691153,0.0645215712470119,0.4,8.0,0.29935647137410354
