Rank ID,SYMBOL,INTERVAL,DATA_DURATION,DATA_DURATION_UNITS,MIN_PRICE_RANGE_PCT,MAX_PRICE_RANGE_PCT,MIN_CANDLE_COUNT,MAX_CANDLE_COUNT,WINDOW_START_STRIDE,WINDOW_END_STRIDE,RESISTANCE_AREA_PCT,SUPPORT_AREA_PCT,MIN_HIT_RESISTANCE_COUNT,MIN_HIT_SUPPORT_COUNT,CONSIDER_PIN,MIN_ALTERNATION,MIN_LAST_CANDLE_RETURN_LIVE,LAST_CANDLE_MIN_PCT_ABOVE_SUPPORT_LIVE,NUM_CANDLES_PAUSE,PCT_CANDLES_PAUSE,MIN_BREAKOUT_PCT,USING_RATIO,MIN_OUTSIDE_CANDLE_COUNT,OUTSIDE_TO_INSIDE_CANDLE_RATIO,DESIRED_BINS,PEAK_TROUGH_LOOKUP_WIDTH,UNIQUE_HIT_VALUES,PRICE_RANGE_TOLERANCE,ABSOLUTE_NUM_CANDLES_DIFFERENCE,PCT_CANDLES_DIFFERENCE,NUM_CANDLES_DIFFERENCE,resistance_line,support_line,start_date,end_date,num_candles,price_range_pct,num_res_hits,num_sup_hits,num_res_breakouts,num_sup_breakouts,alternation,last_candle_return,last_candle_pct_above_support,resistance_hits,support_hits,breakout_type,concentration_score,customer_pre_sideway_bar_change,customer_post_sideway_bar_change,pre_sideway_5_bar_change,pre_sideway_10_bar_change,pre_sideway_22_bar_change,pre_sideway_44_bar_change,pre_sideway_132_bar_change,post_sideway_5_bar_change,post_sideway_10_bar_change,post_sideway_22_bar_change,post_sideway_44_bar_change,post_sideway_132_bar_change,concentration_score_scaled,alternation_score_scaled,max_alternation,sideway_score
74,HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,56.145087797404386,53.069171501377085,2007-05-02,2007-07-12,50.0,0.0579605109521539,5.0,2.0,2.0,2.0,5.0,0.0289410841340034,1.4800412530733429,"['2007-05-14', '2007-05-18', '2007-06-01', '2007-06-15', '2007-07-06']","['2007-05-23', '2007-06-21']",BULLISH,1.2943763664745533,0.1512134805498509,-0.01687627369461756,0.027968190759395148,0.1512134805498509,0.20495008391739608,0.19612069132782348,0.3347763469961252,0.02360357897435476,0.04756756141025536,0.056216163060685484,0.05153149482148025,0.06378377061181209,0.06450597473231412,0.4,8.0,0.29935179241969423
75,GOOGL,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,39.64802043319376,35.10959395022566,2015-10-23,2016-06-27,170.0,0.1292645676678051,4.0,5.0,1.0,2.0,5.0,-0.0059252517494329,-0.2319294468320435,"['2015-12-02', '2015-12-29', '2016-02-02', '2016-04-18']","['2016-01-14', '2016-02-05', '2016-02-24', '2016-03-07', '2016-04-28']",BEARISH,1.2941984614901196,0.07164349664136833,0.07541769911147582,0.03453087868393269,0.07164349664136833,0.10108827681776633,0.1169200005212387,0.3502459174453199,0.02510669358391804,0.05876308625788336,0.06992616564291594,0.08745638974664,-0.01106582006155444,0.06449295920381072,0.4,8.0,0.2993478877611432
76,NEE,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,10.846472718002056,10.207161085218369,2005-10-25,2006-02-03,70.0,0.0626336380357037,7.0,3.0,0.0,0.0,5.0,-0.0068931262102296,-0.1910821590082461,"['2005-10-31', '2005-11-04', '2005-11-18', '2005-11-25', '2005-12-14', '2005-12-19', '2006-01-20']","['2005-11-15', '2005-12-27', '2006-01-26']",BEARISH,1.2876101876777313,-0.04938275238813838,0.04015862483284695,-0.00941878839673009,-0.04938275238813838,-0.04665046720553729,-0.006451672445845088,0.05299140728976989,-0.02087193259451013,-0.044990692828484134,0.006029734291997213,-0.03548234733757214,-0.07351572930121945,0.06401096109753894,0.4,8.0,0.29920328832926163
77,AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,292.1466450435374,257.95248249023695,2021-09-16,2022-01-14,85.0,0.1325599281821008,2.0,4.0,1.0,0.0,5.0,-0.0188694303090776,-0.2144368168578444,"['2021-10-27', '2021-12-30']","['2021-10-13', '2021-11-15', '2021-12-01', '2022-01-06']",BEARISH,1.264906593952625,-0.00275196949307286,0.0035113115471932643,0.0010781191170486145,-0.00275196949307286,0.049223170340880903,0.05638515336309072,0.4535760557186907,-0.03075995893468454,-0.10678471233122078,-0.0980682951197759,-0.13330421322084604,-0.1899778199641685,0.06234996620074392,0.4,8.0,0.29870498986022315
78,AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,64.3832213534641,61.694742553870384,2012-01-11,2012-04-27,75.0,0.0435771135157293,3.0,7.0,0.0,2.0,5.0,0.0037002445499704,1.266610665021915,"['2012-02-13', '2012-02-24', '2012-04-17']","['2012-01-20', '2012-01-26', '2012-02-16', '2012-02-28', '2012-03-13', '2012-03-23', '2012-04-10']",BULLISH,1.2571822394925676,0.025535407208872773,0.0387097439558728,0.043412674475563844,0.025535407208872773,0.07661709319539022,0.06720380671852336,0.16159730962407756,-0.0008032005953501506,-0.0016064011907003012,0.028273126686433232,0.014779087051330322,0.1392770790192018,0.061784852435296155,0.4,8.0,0.2985354557305888
79,COP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,74.0618204370329,72.21048478768466,2013-10-23,2013-12-04,30.0,0.0256380448738378,3.0,3.0,1.0,0.0,5.0,-0.0146267081652943,-0.4323803335484276,"['2013-10-25', '2013-11-06', '2013-11-22']","['2013-11-01', '2013-11-07', '2013-11-18']",BEARISH,1.2563862856020538,0.03755199760128412,-0.0281473467742866,-0.0078124959152518145,0.03755199760128412,0.025644623287574983,0.10485352714542673,0.27424745009216445,0.01188010246722754,0.02085926438682074,0.022516884475220118,-0.030390896073923448,0.06216328274542695,0.06172662044937202,0.4,8.0,0.29851798613481156
80,BRK-B,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,73.64383677328783,71.43086003878553,2006-12-26,2007-02-23,40.0,0.0309806816451699,4.0,3.0,0.0,2.0,5.0,-0.0036363935137128,-0.0862468059606231,"['2006-12-27', '2007-01-03', '2007-01-16', '2007-02-01']","['2007-01-05', '2007-01-24', '2007-02-15']",BEARISH,1.254799999651572,0.01865261742195269,0.02358226214981651,-0.03226662725182903,0.01865261742195269,0.018369046529538583,0.09780972524567198,0.18490936356876303,-0.013391682875741684,0.0030063025387493066,-0.006285857919573171,-0.026510008654222976,0.0150314084385607,0.06161056777064151,0.4,8.0,0.2984831703311924
81,UNH,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,547.8198212550499,502.16837183879505,2022-06-24,2023-01-05,135.0,0.0909086513136867,6.0,5.0,4.0,4.0,5.0,-0.0288206314071791,-0.2674259095784584,"['2022-08-09', '2022-08-15', '2022-10-24', '2022-10-26', '2022-11-30', '2022-12-07']","['2022-07-01', '2022-07-13', '2022-09-26', '2022-10-07', '2022-11-15']",BEARISH,1.2276155900104428,0.01268827424879531,-0.00661276490097265,0.08671538211341641,0.01268827424879531,0.007234653254179965,-0.07777610077978135,0.03374634689383738,0.043902851106683946,0.042994909468133134,0.07862555393306328,0.06781128310514316,0.046404647163756814,0.059621756385403894,0.4,8.0,0.2978865269156211
82,HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,232.80932547953032,220.1919379322474,2021-04-08,2021-06-17,50.0,0.0573017689283666,3.0,3.0,1.0,2.0,5.0,-0.0123293855395403,-0.3092513907092333,"['2021-04-16', '2021-05-10', '2021-05-28']","['2021-05-04', '2021-05-12', '2021-05-19']",BEARISH,1.204728211886106,0.03600037388418937,0.020019427460642954,0.012852965365987389,0.03600037388418937,0.05854599827047464,0.10404741028526979,0.3353984537500856,0.045392502955670454,0.042754452244105796,0.050395714546964364,0.029063946929451523,-0.005776422582258076,0.05794731582212415,0.4,8.0,0.29738419474663724
83,HON,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,77.0803343508148,73.07561870031412,2013-05-07,2013-07-10,45.0,0.0548023502465871,5.0,2.0,0.0,1.0,5.0,-0.0022115925678769,1.0856008662274277,"['2013-05-17', '2013-05-28', '2013-06-18', '2013-06-27', '2013-07-01']","['2013-06-05', '2013-06-24']",BULLISH,1.1797218627310815,0.028624986927335682,0.022164748424468805,0.04568944635228534,0.028624986927335682,0.053713414997877094,0.08800232241748805,0.24939077197833237,0.02938884603745405,0.04226266121146857,0.028348513563970716,0.05604683234007269,0.12600781232764321,0.05611785134011843,0.4,8.0,0.2968353554020355
84,PG,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,156.99887409334482,142.60331358257986,2023-03-16,2024-01-30,220.0,0.1009482889920974,4.0,4.0,0.0,0.0,5.0,0.0085169172634785,1.0341168653663726,"['2023-04-21', '2023-05-15', '2023-07-28', '2024-01-23']","['2023-05-30', '2023-10-06', '2023-12-15', '2023-12-21']",BULLISH,1.1592969145913306,0.021153482947187337,-0.007746531069592729,0.04627657411210321,0.021153482947187337,0.020132733047570118,-0.051573105559502085,0.053527938107122704,0.006298508645312335,0.031912643138579895,0.058226659386643446,0.06746447918556574,0.054377523309191295,0.05462356215232729,0.4,8.0,0.29638706864569814
85,AMT,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,200.0378143820346,182.2732232054496,2023-05-02,2023-08-17,75.0,0.0974613323020113,3.0,4.0,0.0,0.0,5.0,-0.0094387768005031,-0.3356804323600646,"['2023-05-12', '2023-07-05', '2023-07-27']","['2023-05-25', '2023-07-18', '2023-07-20', '2023-08-07']",BEARISH,1.1397119272893397,-0.057882544994299026,0.028415914213599857,-0.027808072061055258,-0.057882544994299026,-0.025101839033801122,-0.009494417838380911,0.043244706823470744,-0.013307502908139972,-0.02595223305950033,-0.025391377465695007,-0.0006118919746537355,-0.059705330252063704,0.053190724498681785,0.4,8.0,0.2959572173496045
86,JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,67.24093192603283,65.60377753425028,2006-11-10,2007-01-18,45.0,0.024955184797519,3.0,5.0,1.0,3.0,5.0,0.0125616315745337,1.2865136976660485,"['2006-11-17', '2006-12-19', '2007-01-04']","['2006-11-14', '2006-11-27', '2006-11-30', '2006-12-08', '2006-12-22']",BULLISH,1.1288551899627786,-0.027578073990243954,-0.010338162128298,-0.022415524226394444,-0.027578073990243954,0.018279607823329002,0.03513429056579632,0.1293015341386482,0.014330923745992381,-0.0096545388566819,-0.012369885103322533,0.02142100089506412,-0.04238952080980918,0.052396445605498436,0.4,8.0,0.2957189336816495
87,PLD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,43.64678774232746,40.8959065452825,2015-10-13,2016-01-14,65.0,0.0672654412000627,4.0,3.0,0.0,0.0,5.0,-0.0209876166449652,-0.4529112419474763,"['2015-10-28', '2015-11-02', '2015-11-23', '2015-12-29']","['2015-10-14', '2015-11-09', '2015-12-14']",BEARISH,1.1011381089338084,0.06608150355390141,-0.004539730094544839,0.018746874799455516,0.06608150355390141,0.10932043365208546,0.0038891553180812203,-0.04728948810192801,0.03535106807368961,0.04406779003499454,-0.005811086397167998,0.006295451356743752,0.08716712724749637,0.05036866398199875,0.4,8.0,0.2951105991945996
88,HD,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,40.32826808273036,39.36289017115235,2005-05-19,2005-06-23,25.0,0.0245250769793702,5.0,4.0,1.0,2.0,5.0,-0.0141058277715144,-0.2308844845430279,"['2005-05-23', '2005-06-02', '2005-06-07', '2005-06-15', '2005-06-21']","['2005-05-20', '2005-05-25', '2005-05-31', '2005-06-10']",BEARISH,1.0973775089310447,0.08928089692697913,0.02401641430926689,0.1079216090757577,0.08928089692697913,0.10093253970329899,0.03161139930762901,,-0.0054808476344885134,-0.010463332718774887,-0.011459867749556662,0.08295968813376339,0.056801166267203676,0.05009353848913149,0.4,8.0,0.29502806154673944
89,UNP,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,39.12924812727713,33.67151005237643,2010-02-23,2010-09-10,140.0,0.1620877135124359,4.0,5.0,0.0,2.0,5.0,0.0008899020031184,1.0431962010551334,"['2010-04-22', '2010-04-29', '2010-06-21', '2010-08-05']","['2010-05-06', '2010-05-20', '2010-05-25', '2010-07-01', '2010-07-19']",BULLISH,1.046947537077626,0.08889614663653463,0.04280445793847043,0.018876544788383836,0.08889614663653463,0.014362146451276434,0.04864947006077305,0.07933671275043526,0.013254967035821037,0.06702812154169162,0.09459254160312669,0.14580509706534342,0.09865948353629737,0.046404081793057154,0.4,8.0,0.29392122453791714
90,CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,127.62465846645048,121.5433229684751,2018-05-22,2018-08-15,60.0,0.0500343034026864,5.0,4.0,2.0,2.0,5.0,-0.0378528252597311,-0.592521252653876,"['2018-06-07', '2018-06-27', '2018-06-29', '2018-07-10', '2018-07-30']","['2018-05-25', '2018-06-05', '2018-07-17', '2018-08-10']",BEARISH,1.0466286019187931,0.013115240868430888,0.01933185290910618,-0.011638736717215275,0.013115240868430888,0.0484015884810174,0.1199126264413892,0.09373932159688111,-0.023941294297106234,-0.03782265176414965,-0.024409243996767607,-0.025968917668340814,-0.07868670883628258,0.04638074849711978,0.4,8.0,0.2939142245491359
91,TSLA,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,2.357866335053302,2.193820552980135,2012-12-03,2013-01-23,35.0,0.074776299205659,3.0,3.0,0.0,0.0,5.0,0.023017962594299,1.2568414730427957,"['2012-12-11', '2012-12-19', '2013-01-02']","['2012-12-13', '2012-12-27', '2013-01-11']",BULLISH,1.034628446899413,0.08731139036680549,0.08805532900272492,0.07282321578084403,0.08731139036680549,0.23071483697639003,0.2151634745015928,0.11605415883034709,-0.0014441471443384782,-0.006354867240730652,-0.006354867240730652,0.13142668721942175,1.8359326948922023,0.04550281716654377,0.4,8.0,0.2936508451499631
92,NVDA,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,0.3959499168344494,0.3452088277589825,2011-10-06,2011-12-15,50.0,0.1469866498051819,4.0,3.0,1.0,1.0,5.0,-0.0088365858390254,-0.1716328696312495,"['2011-10-14', '2011-10-19', '2011-10-28', '2011-12-01']","['2011-10-20', '2011-11-02', '2011-11-17']",BEARISH,1.02235034995278,0.028127393175104858,0.029717743213971286,0.06111538730542221,0.028127393175104858,0.05386957616935679,0.03656718177236648,-0.24715445168832012,0.11303091365377144,0.03743695060418665,0.061195043468476956,0.05759533502915478,0.00935917328318247,0.04460455160481644,0.4,8.0,0.2933813654814449
93,LIN,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,108.5550257510651,103.7012261277162,2012-08-17,2012-11-06,55.0,0.0468056145967942,2.0,4.0,3.0,0.0,5.0,0.0048414978842316,1.2976996087732882,"['2012-09-17', '2012-10-18']","['2012-09-04', '2012-09-26', '2012-10-10', '2012-10-23']",BULLISH,0.978378920110868,0.018245418107846665,-0.04036365855823851,-0.0041605451405357565,0.018245418107846665,-0.008651656035019517,0.02017424906684817,-0.0048046221595873595,-0.005477637572235983,-0.020518049422128787,0.006406113148929735,-0.02627427216701807,0.053848325142117175,0.04138760183657644,0.4,8.0,0.2924162805509729
94,KO,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,41.49952264189658,40.320815037963406,2015-03-23,2015-06-09,55.0,0.0292332286146344,4.0,3.0,1.0,1.0,5.0,0.000996038737035,-0.10249723902757,"['2015-04-06', '2015-04-22', '2015-05-14', '2015-05-20']","['2015-03-25', '2015-04-14', '2015-04-30']",BEARISH,0.9699005216501589,-0.018603538756181946,0.004477619446756933,0.008190568599124655,-0.018603538756181946,-0.035383558700317896,-0.044909473365465406,-0.03170445308381667,-0.002708040700247711,0.009601166910477354,0.008124122100743134,0.009108881248433435,-0.02363365607375983,0.04076732221270969,0.4,8.0,0.2922301966638129
95,CVX,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,164.21413425019486,157.88212712627177,2023-07-24,2023-09-01,30.0,0.0401059147047014,2.0,5.0,0.0,0.0,5.0,0.0198634191620453,1.013561071534258,"['2023-07-31', '2023-08-11']","['2023-07-28', '2023-08-02', '2023-08-08', '2023-08-18', '2023-08-23']",BULLISH,0.9613910682736722,0.04231888775664251,0.01777235614551665,0.05461421239231635,0.04231888775664251,0.04480889864806818,0.05071107782577159,-0.07636980512035152,0.01137063561123225,-0.011926880776265162,-0.015881888566903497,0.04257816758000633,-0.08892605362207162,0.04014477061123218,0.4,8.0,0.2920434311833696
96,BRK-B,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,414.7533316786747,403.9435364888968,2024-05-14,2024-07-11,40.0,0.0267606588874707,4.0,4.0,1.0,1.0,5.0,0.0120592332616297,1.3725017014596057,"['2024-05-16', '2024-05-31', '2024-06-07', '2024-06-24']","['2024-05-28', '2024-06-13', '2024-06-20', '2024-07-01']",BULLISH,0.9417507668655614,0.03405333318359031,0.0346482874251881,0.010094980642295285,0.03405333318359031,0.017308883349992404,0.01298824412404011,0.17540542991165187,0.01006728983308765,-0.014991210127932213,-0.0114566639073094,0.07697937266379529,0.14281883222651565,0.038707886177632,0.4,8.0,0.2916123658532896
97,CCI,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,40.05396345550217,34.775245698920585,2009-11-10,2010-08-05,185.0,0.1517952684586046,5.0,3.0,1.0,1.0,5.0,0.0026835030775829,1.198160816102492,"['2009-12-24', '2010-03-12', '2010-03-16', '2010-06-14', '2010-06-21']","['2009-12-09', '2010-02-05', '2010-05-20']",BULLISH,0.9376247542225876,0.12051276376888657,-0.011922089585430565,0.10667929457444751,0.12051276376888657,0.11125238721724738,0.21769419015343028,0.44403140877831043,0.0812357044325343,0.058638423648330294,0.02917621523098669,0.10440508070550951,0.03060639939488599,0.03840602709633103,0.4,8.0,0.2915218081288993
98,JNJ,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,103.17135281293277,98.37255926516188,2015-01-16,2015-05-19,85.0,0.0487818308643958,4.0,4.0,2.0,0.0,5.0,0.0052214361350615,1.164342613135804,"['2015-01-22', '2015-02-26', '2015-03-05', '2015-03-23']","['2015-02-12', '2015-03-11', '2015-04-01', '2015-04-06']",BULLISH,0.9316966324183505,-0.004592381773396318,-0.03722588284593444,-0.00857634367200832,-0.004592381773396318,0.0007695443609006002,-0.04331033640894397,-0.016635180391908443,-0.017108792422465335,-0.03085350880647289,-0.03210307514315551,-0.010188365525432745,-0.04825071345911274,0.037972325710390165,0.4,8.0,0.291391697713117
99,NVDA,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,20.0,5.0,1.0,0.15,0.0,1.0,18.0,0.371019988194168,0.3502370667539458,2013-05-15,2013-08-15,65.0,0.0593395828512433,4.0,4.0,1.0,1.0,5.0,0.0066533535087584,1.3478824999483594,"['2013-05-16', '2013-06-04', '2013-06-19', '2013-08-05']","['2013-06-12', '2013-06-24', '2013-06-27', '2013-08-12']",BULLISH,0.9193372943411389,0.07692309035889419,-0.02379379582230142,0.05755398830119471,0.07692309035889419,0.1466459367716505,0.15384613225287697,0.17694162018315474,-0.02040814340536671,-0.00476188390896822,-0.014285732821657878,-0.01020407170268343,0.03469387622702444,0.03706811654762173,0.4,8.0,0.29112043496428647
100,DUK,1d,20.0,years,0.02,1.0,20.0,250.0,2.0,5.0,0.05,0.05,2.0,2.0,0.0,3.0,-1.0,-1.0,2.0,0.3,0.25,0.0,3.0,0.05,5.0,5.0,1.0,0.15,0.0,1.0,18.0,65.58809150012996,64.17250002607294,2012-09-21,2012-11-05,30.0,0.0220591604422747,4.0,3.0,1.0,2.0,5.0,-0.0135510448064196,-0.0794738238686628,"['2012-10-05', '2012-10-17', '2012-10-23', '2012-10-31']","['2012-09-27', '2012-10-12', '2012-10-25']",BEARISH,0.9185882066387652,-0.009888741927954563,-0.04792375893113203,-0.0017136720075992048,-0.009888741927954563,-0.029972688475848795,-0.03231651087586185,0.01088503625256269,0.011079885520985953,0.014044967230989438,0.014200936434334465,-0.03885770298558392,0.12437579577035332,0.03701331329198037,0.4,8.0,0.29110399398759407
